PrimaryName,Group,Difficulty,Game Date,0
Nazeebo,Specialist,Medium,2016-01-19,17755
Nazeebo,Specialist,Medium,2016-01-20,15796
Nazeebo,Specialist,Medium,2016-01-21,18034
Nazeebo,Specialist,Medium,2016-01-22,18013
Nazeebo,Specialist,Medium,2016-01-23,17184
Nazeebo,Specialist,Medium,2016-01-24,3797
Nova,Assassin,Medium,2015-12-30,8499
Nova,Assassin,Medium,2015-12-31,34736
Nova,Assassin,Medium,2016-01-01,45246
Nova,Assassin,Medium,2016-01-02,48467
Nova,Assassin,Medium,2016-01-03,48769
Nova,Assassin,Medium,2016-01-04,43682
Nova,Assassin,Medium,2016-01-05,61768
Nova,Assassin,Medium,2016-01-06,60972
Nova,Assassin,Medium,2016-01-07,58882
Nova,Assassin,Medium,2016-01-08,60599
Nova,Assassin,Medium,2016-01-09,63020
Nova,Assassin,Medium,2016-01-10,59510
Nova,Assassin,Medium,2016-01-11,49461
Nova,Assassin,Medium,2016-01-12,34244
Nova,Assassin,Medium,2016-01-13,32299
Nova,Assassin,Medium,2016-01-14,31684
Nova,Assassin,Medium,2016-01-15,30332
Nova,Assassin,Medium,2016-01-16,32030
Nova,Assassin,Medium,2016-01-17,31371
Nova,Assassin,Medium,2016-01-18,26490
Nova,Assassin,Medium,2016-01-19,22716
Nova,Assassin,Medium,2016-01-20,19821
Nova,Assassin,Medium,2016-01-21,24265
Nova,Assassin,Medium,2016-01-22,23888
Nova,Assassin,Medium,2016-01-23,23293
Nova,Assassin,Medium,2016-01-24,5149
Raynor,Assassin,Easy,2015-12-30,9972
Raynor,Assassin,Easy,2015-12-31,38452
Raynor,Assassin,Easy,2016-01-01,51989
Raynor,Assassin,Easy,2016-01-02,56774
Raynor,Assassin,Easy,2016-01-03,56089
Raynor,Assassin,Easy,2016-01-04,48693
Raynor,Assassin,Easy,2016-01-05,48451
Raynor,Assassin,Easy,2016-01-06,49388
Raynor,Assassin,Easy,2016-01-07,48861
Raynor,Assassin,Easy,2016-01-08,50634
Raynor,Assassin,Easy,2016-01-09,55127
Raynor,Assassin,Easy,2016-01-10,52848
Raynor,Assassin,Easy,2016-01-11,44501
Raynor,Assassin,Easy,2016-01-12,37171
Raynor,Assassin,Easy,2016-01-13,35534
Raynor,Assassin,Easy,2016-01-14,35913
Raynor,Assassin,Easy,2016-01-15,35629
Raynor,Assassin,Easy,2016-01-16,37653
Raynor,Assassin,Easy,2016-01-17,36344
Raynor,Assassin,Easy,2016-01-18,31801
Raynor,Assassin,Easy,2016-01-19,27188
Raynor,Assassin,Easy,2016-01-20,22071
Raynor,Assassin,Easy,2016-01-21,23960
Raynor,Assassin,Easy,2016-01-22,24430
Raynor,Assassin,Easy,2016-01-23,24632
Raynor,Assassin,Easy,2016-01-24,5431
Rehgar,Support,Medium,2015-12-30,1713
Rehgar,Support,Medium,2015-12-31,6652
Rehgar,Support,Medium,2016-01-01,9250
Rehgar,Support,Medium,2016-01-02,9829
Rehgar,Support,Medium,2016-01-03,9705
Rehgar,Support,Medium,2016-01-04,9217
Rehgar,Support,Medium,2016-01-05,20260
Rehgar,Support,Medium,2016-01-06,19014
Rehgar,Support,Medium,2016-01-07,17823
Rehgar,Support,Medium,2016-01-08,17843
Rehgar,Support,Medium,2016-01-09,18300
Rehgar,Support,Medium,2016-01-10,17156
Rehgar,Support,Medium,2016-01-11,14078
Rehgar,Support,Medium,2016-01-12,7531
Rehgar,Support,Medium,2016-01-13,6974
Rehgar,Support,Medium,2016-01-14,6912
Rehgar,Support,Medium,2016-01-15,6572
Rehgar,Support,Medium,2016-01-16,6571
Rehgar,Support,Medium,2016-01-17,6333
Rehgar,Support,Medium,2016-01-18,5456
Rehgar,Support,Medium,2016-01-19,4378
Rehgar,Support,Medium,2016-01-20,3852
Rehgar,Support,Medium,2016-01-21,4631
Rehgar,Support,Medium,2016-01-22,4879
Rehgar,Support,Medium,2016-01-23,4737
Rehgar,Support,Medium,2016-01-24,1054
Rexxar,Warrior,Hard,2015-12-30,1006
Rexxar,Warrior,Hard,2015-12-31,4268
Rexxar,Warrior,Hard,2016-01-01,5571
Rexxar,Warrior,Hard,2016-01-02,5717
Rexxar,Warrior,Hard,2016-01-03,5684
Rexxar,Warrior,Hard,2016-01-04,4642
Rexxar,Warrior,Hard,2016-01-05,4471
Rexxar,Warrior,Hard,2016-01-06,4362
Rexxar,Warrior,Hard,2016-01-07,4412
Rexxar,Warrior,Hard,2016-01-08,4501
Rexxar,Warrior,Hard,2016-01-09,4983
Rexxar,Warrior,Hard,2016-01-10,4960
Rexxar,Warrior,Hard,2016-01-11,3916
Rexxar,Warrior,Hard,2016-01-12,3678
Rexxar,Warrior,Hard,2016-01-13,3492
Rexxar,Warrior,Hard,2016-01-14,3545
Rexxar,Warrior,Hard,2016-01-15,3514
Rexxar,Warrior,Hard,2016-01-16,3781
Rexxar,Warrior,Hard,2016-01-17,3735
Rexxar,Warrior,Hard,2016-01-18,3790
Rexxar,Warrior,Hard,2016-01-19,12918
Rexxar,Warrior,Hard,2016-01-20,9962
Rexxar,Warrior,Hard,2016-01-21,10842
Rexxar,Warrior,Hard,2016-01-22,10360
Rexxar,Warrior,Hard,2016-01-23,9676
Rexxar,Warrior,Hard,2016-01-24,2158
Sgt. Hammer,Specialist,Hard,2015-12-30,3356
Sgt. Hammer,Specialist,Hard,2015-12-31,12414
Sgt. Hammer,Specialist,Hard,2016-01-01,16127
Sgt. Hammer,Specialist,Hard,2016-01-02,16964
Sgt. Hammer,Specialist,Hard,2016-01-03,17076
Sgt. Hammer,Specialist,Hard,2016-01-04,14526
Sgt. Hammer,Specialist,Hard,2016-01-05,13152
Sgt. Hammer,Specialist,Hard,2016-01-06,13409
Sgt. Hammer,Specialist,Hard,2016-01-07,13267
Sgt. Hammer,Specialist,Hard,2016-01-08,14310
Sgt. Hammer,Specialist,Hard,2016-01-09,15202
Sgt. Hammer,Specialist,Hard,2016-01-10,14642
Sgt. Hammer,Specialist,Hard,2016-01-11,12925
Sgt. Hammer,Specialist,Hard,2016-01-12,24987
Sgt. Hammer,Specialist,Hard,2016-01-13,22867
Sgt. Hammer,Specialist,Hard,2016-01-14,21806
Sgt. Hammer,Specialist,Hard,2016-01-15,20660
Sgt. Hammer,Specialist,Hard,2016-01-16,21302
Sgt. Hammer,Specialist,Hard,2016-01-17,20582
Sgt. Hammer,Specialist,Hard,2016-01-18,16401
Sgt. Hammer,Specialist,Hard,2016-01-19,8042
Sgt. Hammer,Specialist,Hard,2016-01-20,7086
Sgt. Hammer,Specialist,Hard,2016-01-21,8402
Sgt. Hammer,Specialist,Hard,2016-01-22,8641
Sgt. Hammer,Specialist,Hard,2016-01-23,8693
Sgt. Hammer,Specialist,Hard,2016-01-24,1886
Sonya,Warrior,Medium,2015-12-30,4484
Sonya,Warrior,Medium,2015-12-31,17197
Sonya,Warrior,Medium,2016-01-01,23067
Sonya,Warrior,Medium,2016-01-02,25024
Sonya,Warrior,Medium,2016-01-03,24209
Sonya,Warrior,Medium,2016-01-04,21076
Sonya,Warrior,Medium,2016-01-05,19518
Sonya,Warrior,Medium,2016-01-06,20154
Sonya,Warrior,Medium,2016-01-07,19801
Sonya,Warrior,Medium,2016-01-08,20508
Sonya,Warrior,Medium,2016-01-09,21783
Sonya,Warrior,Medium,2016-01-10,21234
Sonya,Warrior,Medium,2016-01-11,18387
Sonya,Warrior,Medium,2016-01-12,16002
Sonya,Warrior,Medium,2016-01-13,15330
Sonya,Warrior,Medium,2016-01-14,15511
Sonya,Warrior,Medium,2016-01-15,14869
Sonya,Warrior,Medium,2016-01-16,15354
Sonya,Warrior,Medium,2016-01-17,14567
Sonya,Warrior,Medium,2016-01-18,12732
Sonya,Warrior,Medium,2016-01-19,10592
Sonya,Warrior,Medium,2016-01-20,9958
Sonya,Warrior,Medium,2016-01-21,11604
Sonya,Warrior,Medium,2016-01-22,12179
Sonya,Warrior,Medium,2016-01-23,12106
Sonya,Warrior,Medium,2016-01-24,2699
Stitches,Warrior,Medium,2015-12-30,2149
Stitches,Warrior,Medium,2015-12-31,8229
Stitches,Warrior,Medium,2016-01-01,11241
Stitches,Warrior,Medium,2016-01-02,11788
Stitches,Warrior,Medium,2016-01-03,11683
Stitches,Warrior,Medium,2016-01-04,9942
Stitches,Warrior,Medium,2016-01-05,9258
Stitches,Warrior,Medium,2016-01-06,9272
Stitches,Warrior,Medium,2016-01-07,9483
Stitches,Warrior,Medium,2016-01-08,10021
Stitches,Warrior,Medium,2016-01-09,10731
Stitches,Warrior,Medium,2016-01-10,10036
Stitches,Warrior,Medium,2016-01-11,8365
Stitches,Warrior,Medium,2016-01-12,7937
Stitches,Warrior,Medium,2016-01-13,7734
Stitches,Warrior,Medium,2016-01-14,7625
Stitches,Warrior,Medium,2016-01-15,7324
Stitches,Warrior,Medium,2016-01-16,7520
Stitches,Warrior,Medium,2016-01-17,7322
Stitches,Warrior,Medium,2016-01-18,6854
Stitches,Warrior,Medium,2016-01-19,13429
Stitches,Warrior,Medium,2016-01-20,15081
Stitches,Warrior,Medium,2016-01-21,20678
Stitches,Warrior,Medium,2016-01-22,18346
Stitches,Warrior,Medium,2016-01-23,17232
Stitches,Warrior,Medium,2016-01-24,3830
Sylvanas,Specialist,Easy,2015-12-30,5145
Sylvanas,Specialist,Easy,2015-12-31,19828
Sylvanas,Specialist,Easy,2016-01-01,26838
Sylvanas,Specialist,Easy,2016-01-02,29088
Sylvanas,Specialist,Easy,2016-01-03,28472
Sylvanas,Specialist,Easy,2016-01-04,25804
Sylvanas,Specialist,Easy,2016-01-05,37902
Sylvanas,Specialist,Easy,2016-01-06,37037
Sylvanas,Specialist,Easy,2016-01-07,34974
Sylvanas,Specialist,Easy,2016-01-08,34895
Sylvanas,Specialist,Easy,2016-01-09,37503
Sylvanas,Specialist,Easy,2016-01-10,35283
Sylvanas,Specialist,Easy,2016-01-11,29256
Sylvanas,Specialist,Easy,2016-01-12,19202
Sylvanas,Specialist,Easy,2016-01-13,18255
Sylvanas,Specialist,Easy,2016-01-14,18334
Sylvanas,Specialist,Easy,2016-01-15,17453
Sylvanas,Specialist,Easy,2016-01-16,18130
Sylvanas,Specialist,Easy,2016-01-17,17839
Sylvanas,Specialist,Easy,2016-01-18,14770
Sylvanas,Specialist,Easy,2016-01-19,11806
Sylvanas,Specialist,Easy,2016-01-20,10554
Sylvanas,Specialist,Easy,2016-01-21,13013
Sylvanas,Specialist,Easy,2016-01-22,13195
Sylvanas,Specialist,Easy,2016-01-23,13131
Sylvanas,Specialist,Easy,2016-01-24,2862
Tassadar,Support,Very Hard,2015-12-30,4068
Tassadar,Support,Very Hard,2015-12-31,16162
Tassadar,Support,Very Hard,2016-01-01,21857
Tassadar,Support,Very Hard,2016-01-02,22550
Tassadar,Support,Very Hard,2016-01-03,22289
Tassadar,Support,Very Hard,2016-01-04,18945
Tassadar,Support,Very Hard,2016-01-05,12869
Tassadar,Support,Very Hard,2016-01-06,12894
Tassadar,Support,Very Hard,2016-01-07,12610
Tassadar,Support,Very Hard,2016-01-08,13193
Tassadar,Support,Very Hard,2016-01-09,13579
Tassadar,Support,Very Hard,2016-01-10,13403
Tassadar,Support,Very Hard,2016-01-11,11616
Tassadar,Support,Very Hard,2016-01-12,11322
Tassadar,Support,Very Hard,2016-01-13,11391
Tassadar,Support,Very Hard,2016-01-14,11050
Tassadar,Support,Very Hard,2016-01-15,10636
Tassadar,Support,Very Hard,2016-01-16,10750
Tassadar,Support,Very Hard,2016-01-17,10157
Tassadar,Support,Very Hard,2016-01-18,9055
Tassadar,Support,Very Hard,2016-01-19,10856
Tassadar,Support,Very Hard,2016-01-20,9774
Tassadar,Support,Very Hard,2016-01-21,11649
Tassadar,Support,Very Hard,2016-01-22,11689
Tassadar,Support,Very Hard,2016-01-23,11335
Tassadar,Support,Very Hard,2016-01-24,2608
The Butcher,Assassin,Medium,2015-12-30,2775
The Butcher,Assassin,Medium,2015-12-31,10422
The Butcher,Assassin,Medium,2016-01-01,14304
The Butcher,Assassin,Medium,2016-01-02,15346
The Butcher,Assassin,Medium,2016-01-03,15079
The Butcher,Assassin,Medium,2016-01-04,12968
The Butcher,Assassin,Medium,2016-01-05,11829
The Butcher,Assassin,Medium,2016-01-06,11836
The Butcher,Assassin,Medium,2016-01-07,11608
The Butcher,Assassin,Medium,2016-01-08,12210
The Butcher,Assassin,Medium,2016-01-09,13182
The Butcher,Assassin,Medium,2016-01-10,12598
The Butcher,Assassin,Medium,2016-01-11,11379
The Butcher,Assassin,Medium,2016-01-12,27792
The Butcher,Assassin,Medium,2016-01-13,24185
The Butcher,Assassin,Medium,2016-01-14,21783
The Butcher,Assassin,Medium,2016-01-15,20616
The Butcher,Assassin,Medium,2016-01-16,20985
The Butcher,Assassin,Medium,2016-01-17,19844
The Butcher,Assassin,Medium,2016-01-18,15993
The Butcher,Assassin,Medium,2016-01-19,6165
The Butcher,Assassin,Medium,2016-01-20,5177
The Butcher,Assassin,Medium,2016-01-21,6319
The Butcher,Assassin,Medium,2016-01-22,6526
The Butcher,Assassin,Medium,2016-01-23,6709
The Butcher,Assassin,Medium,2016-01-24,1295
The Lost Vikings,Specialist,Very Hard,2015-12-30,788
The Lost Vikings,Specialist,Very Hard,2015-12-31,3229
The Lost Vikings,Specialist,Very Hard,2016-01-01,4082
The Lost Vikings,Specialist,Very Hard,2016-01-02,4241
The Lost Vikings,Specialist,Very Hard,2016-01-03,4014
The Lost Vikings,Specialist,Very Hard,2016-01-04,3617
The Lost Vikings,Specialist,Very Hard,2016-01-05,3350
The Lost Vikings,Specialist,Very Hard,2016-01-06,3514
The Lost Vikings,Specialist,Very Hard,2016-01-07,3565
The Lost Vikings,Specialist,Very Hard,2016-01-08,3741
The Lost Vikings,Specialist,Very Hard,2016-01-09,3784
The Lost Vikings,Specialist,Very Hard,2016-01-10,3723
The Lost Vikings,Specialist,Very Hard,2016-01-11,3328
The Lost Vikings,Specialist,Very Hard,2016-01-12,3088
The Lost Vikings,Specialist,Very Hard,2016-01-13,2897
The Lost Vikings,Specialist,Very Hard,2016-01-14,2983
The Lost Vikings,Specialist,Very Hard,2016-01-15,3087
The Lost Vikings,Specialist,Very Hard,2016-01-16,3218
The Lost Vikings,Specialist,Very Hard,2016-01-17,3097
The Lost Vikings,Specialist,Very Hard,2016-01-18,2881
The Lost Vikings,Specialist,Very Hard,2016-01-19,2374
The Lost Vikings,Specialist,Very Hard,2016-01-20,2206
The Lost Vikings,Specialist,Very Hard,2016-01-21,2542
The Lost Vikings,Specialist,Very Hard,2016-01-22,2599
The Lost Vikings,Specialist,Very Hard,2016-01-23,2531
The Lost Vikings,Specialist,Very Hard,2016-01-24,539
Thrall,Assassin,Medium,2015-12-30,4312
Thrall,Assassin,Medium,2015-12-31,16773
Thrall,Assassin,Medium,2016-01-01,22950
Thrall,Assassin,Medium,2016-01-02,25423
Thrall,Assassin,Medium,2016-01-03,25086
Thrall,Assassin,Medium,2016-01-04,23213
Thrall,Assassin,Medium,2016-01-05,40963
Thrall,Assassin,Medium,2016-01-06,39736
Thrall,Assassin,Medium,2016-01-07,37481
Thrall,Assassin,Medium,2016-01-08,38078
Thrall,Assassin,Medium,2016-01-09,40323
Thrall,Assassin,Medium,2016-01-10,38119
Thrall,Assassin,Medium,2016-01-11,31525
Thrall,Assassin,Medium,2016-01-12,17346
Thrall,Assassin,Medium,2016-01-13,16114
Thrall,Assassin,Medium,2016-01-14,16195
Thrall,Assassin,Medium,2016-01-15,15662
Thrall,Assassin,Medium,2016-01-16,16536
Thrall,Assassin,Medium,2016-01-17,16322
Thrall,Assassin,Medium,2016-01-18,14132
Thrall,Assassin,Medium,2016-01-19,12152
Thrall,Assassin,Medium,2016-01-20,10748
Thrall,Assassin,Medium,2016-01-21,13334
Thrall,Assassin,Medium,2016-01-22,13148
Thrall,Assassin,Medium,2016-01-23,13078
Thrall,Assassin,Medium,2016-01-24,3085
Tychus,Assassin,Hard,2015-12-30,2750
Tychus,Assassin,Hard,2015-12-31,10480
Tychus,Assassin,Hard,2016-01-01,14183
Tychus,Assassin,Hard,2016-01-02,14978
Tychus,Assassin,Hard,2016-01-03,14700
Tychus,Assassin,Hard,2016-01-04,12651
Tychus,Assassin,Hard,2016-01-05,11145
Tychus,Assassin,Hard,2016-01-06,11407
Tychus,Assassin,Hard,2016-01-07,11322
Tychus,Assassin,Hard,2016-01-08,11884
Tychus,Assassin,Hard,2016-01-09,12820
Tychus,Assassin,Hard,2016-01-10,12538
Tychus,Assassin,Hard,2016-01-11,10803
Tychus,Assassin,Hard,2016-01-12,16569
Tychus,Assassin,Hard,2016-01-13,14893
Tychus,Assassin,Hard,2016-01-14,14010
Tychus,Assassin,Hard,2016-01-15,13661
Tychus,Assassin,Hard,2016-01-16,14365
Tychus,Assassin,Hard,2016-01-17,13554
Tychus,Assassin,Hard,2016-01-18,10997
Tychus,Assassin,Hard,2016-01-19,6170
Tychus,Assassin,Hard,2016-01-20,5490
Tychus,Assassin,Hard,2016-01-21,6627
Tychus,Assassin,Hard,2016-01-22,6722
Tychus,Assassin,Hard,2016-01-23,6576
Tychus,Assassin,Hard,2016-01-24,1482
Tyrael,Warrior,Medium,2015-12-30,2034
Tyrael,Warrior,Medium,2015-12-31,7906
Tyrael,Warrior,Medium,2016-01-01,10523
Tyrael,Warrior,Medium,2016-01-02,11342
Tyrael,Warrior,Medium,2016-01-03,11170
Tyrael,Warrior,Medium,2016-01-04,9414
Tyrael,Warrior,Medium,2016-01-05,8763
Tyrael,Warrior,Medium,2016-01-06,9310
Tyrael,Warrior,Medium,2016-01-07,9357
Tyrael,Warrior,Medium,2016-01-08,10012
Tyrael,Warrior,Medium,2016-01-09,10735
Tyrael,Warrior,Medium,2016-01-10,10201
Tyrael,Warrior,Medium,2016-01-11,8657
Tyrael,Warrior,Medium,2016-01-12,7630
Tyrael,Warrior,Medium,2016-01-13,7309
Tyrael,Warrior,Medium,2016-01-14,7443
Tyrael,Warrior,Medium,2016-01-15,7152
Tyrael,Warrior,Medium,2016-01-16,7495
Tyrael,Warrior,Medium,2016-01-17,7001
Tyrael,Warrior,Medium,2016-01-18,6035
Tyrael,Warrior,Medium,2016-01-19,5092
Tyrael,Warrior,Medium,2016-01-20,4493
Tyrael,Warrior,Medium,2016-01-21,5249
Tyrael,Warrior,Medium,2016-01-22,5442
Tyrael,Warrior,Medium,2016-01-23,5375
Tyrael,Warrior,Medium,2016-01-24,1217
Tyrande,Support,Medium,2015-12-30,6309
Tyrande,Support,Medium,2015-12-31,24824
Tyrande,Support,Medium,2016-01-01,33808
Tyrande,Support,Medium,2016-01-02,37153
Tyrande,Support,Medium,2016-01-03,36763
Tyrande,Support,Medium,2016-01-04,32476
Tyrande,Support,Medium,2016-01-05,43037
Tyrande,Support,Medium,2016-01-06,43246
Tyrande,Support,Medium,2016-01-07,41991
Tyrande,Support,Medium,2016-01-08,43222
Tyrande,Support,Medium,2016-01-09,47232
Tyrande,Support,Medium,2016-01-10,45265
Tyrande,Support,Medium,2016-01-11,38246
Tyrande,Support,Medium,2016-01-12,29616
Tyrande,Support,Medium,2016-01-13,28426
Tyrande,Support,Medium,2016-01-14,28377
Tyrande,Support,Medium,2016-01-15,27391
Tyrande,Support,Medium,2016-01-16,28536
Tyrande,Support,Medium,2016-01-17,27752
Tyrande,Support,Medium,2016-01-18,24922
Tyrande,Support,Medium,2016-01-19,20766
Tyrande,Support,Medium,2016-01-20,16135
Tyrande,Support,Medium,2016-01-21,14498
Tyrande,Support,Medium,2016-01-22,14425
Tyrande,Support,Medium,2016-01-23,14574
Tyrande,Support,Medium,2016-01-24,3442
Uther,Support,Easy,2015-12-30,4750
Uther,Support,Easy,2015-12-31,18613
Uther,Support,Easy,2016-01-01,25454
Uther,Support,Easy,2016-01-02,26646
Uther,Support,Easy,2016-01-03,25673
Uther,Support,Easy,2016-01-04,21727
Uther,Support,Easy,2016-01-05,13774
Uther,Support,Easy,2016-01-06,13613
Uther,Support,Easy,2016-01-07,13373
Uther,Support,Easy,2016-01-08,13915
Uther,Support,Easy,2016-01-09,14466
Uther,Support,Easy,2016-01-10,13913
Uther,Support,Easy,2016-01-11,11993
Uther,Support,Easy,2016-01-12,12168
Uther,Support,Easy,2016-01-13,11933
Uther,Support,Easy,2016-01-14,12095
Uther,Support,Easy,2016-01-15,11411
Uther,Support,Easy,2016-01-16,11676
Uther,Support,Easy,2016-01-17,11239
Uther,Support,Easy,2016-01-18,9831
Uther,Support,Easy,2016-01-19,8237
Uther,Support,Easy,2016-01-20,7128
Uther,Support,Easy,2016-01-21,9098
Uther,Support,Easy,2016-01-22,8964
Uther,Support,Easy,2016-01-23,8540
Uther,Support,Easy,2016-01-24,2013
Valla,Assassin,Easy,2015-12-30,6588
Valla,Assassin,Easy,2015-12-31,25464
Valla,Assassin,Easy,2016-01-01,34983
Valla,Assassin,Easy,2016-01-02,37910
Valla,Assassin,Easy,2016-01-03,37841
Valla,Assassin,Easy,2016-01-04,32049
Valla,Assassin,Easy,2016-01-05,29120
Valla,Assassin,Easy,2016-01-06,29690
Valla,Assassin,Easy,2016-01-07,29327
Valla,Assassin,Easy,2016-01-08,30673
Valla,Assassin,Easy,2016-01-09,33470
Valla,Assassin,Easy,2016-01-10,32570
Valla,Assassin,Easy,2016-01-11,27703
Valla,Assassin,Easy,2016-01-12,27669
Valla,Assassin,Easy,2016-01-13,26302
Valla,Assassin,Easy,2016-01-14,26269
Valla,Assassin,Easy,2016-01-15,25984
Valla,Assassin,Easy,2016-01-16,27169
Valla,Assassin,Easy,2016-01-17,26550
Valla,Assassin,Easy,2016-01-18,22429
Valla,Assassin,Easy,2016-01-19,17005
Valla,Assassin,Easy,2016-01-20,15197
Valla,Assassin,Easy,2016-01-21,17924
Valla,Assassin,Easy,2016-01-22,18297
Valla,Assassin,Easy,2016-01-23,18026
Valla,Assassin,Easy,2016-01-24,4078
Zagara,Specialist,Medium,2015-12-30,5582
Zagara,Specialist,Medium,2015-12-31,22316
Zagara,Specialist,Medium,2016-01-01,30294
Zagara,Specialist,Medium,2016-01-02,33339
Zagara,Specialist,Medium,2016-01-03,33049
Zagara,Specialist,Medium,2016-01-04,29075
Zagara,Specialist,Medium,2016-01-05,26981
Zagara,Specialist,Medium,2016-01-06,27282
Zagara,Specialist,Medium,2016-01-07,26749
Zagara,Specialist,Medium,2016-01-08,28453
Zagara,Specialist,Medium,2016-01-09,30665
Zagara,Specialist,Medium,2016-01-10,30555
Zagara,Specialist,Medium,2016-01-11,26189
Zagara,Specialist,Medium,2016-01-12,23523
Zagara,Specialist,Medium,2016-01-13,23557
Zagara,Specialist,Medium,2016-01-14,24051
Zagara,Specialist,Medium,2016-01-15,23281
Zagara,Specialist,Medium,2016-01-16,24278
Zagara,Specialist,Medium,2016-01-17,24096
Zagara,Specialist,Medium,2016-01-18,21221
Zagara,Specialist,Medium,2016-01-19,23320
Zagara,Specialist,Medium,2016-01-20,20845
Zagara,Specialist,Medium,2016-01-21,24454
Zagara,Specialist,Medium,2016-01-22,24336
Zagara,Specialist,Medium,2016-01-23,24391
Zagara,Specialist,Medium,2016-01-24,5497
Zeratul,Assassin,Hard,2015-12-30,3148
Zeratul,Assassin,Hard,2015-12-31,12890
Zeratul,Assassin,Hard,2016-01-01,16959
Zeratul,Assassin,Hard,2016-01-02,18590
Zeratul,Assassin,Hard,2016-01-03,18001
Zeratul,Assassin,Hard,2016-01-04,15208
Zeratul,Assassin,Hard,2016-01-05,14861
Zeratul,Assassin,Hard,2016-01-06,15405
Zeratul,Assassin,Hard,2016-01-07,14973
Zeratul,Assassin,Hard,2016-01-08,15401
Zeratul,Assassin,Hard,2016-01-09,16632
Zeratul,Assassin,Hard,2016-01-10,15873
Zeratul,Assassin,Hard,2016-01-11,13665
Zeratul,Assassin,Hard,2016-01-12,12203
Zeratul,Assassin,Hard,2016-01-13,11285
Zeratul,Assassin,Hard,2016-01-14,11022
Zeratul,Assassin,Hard,2016-01-15,10924
Zeratul,Assassin,Hard,2016-01-16,11612
Zeratul,Assassin,Hard,2016-01-17,11179
Zeratul,Assassin,Hard,2016-01-18,9570
Zeratul,Assassin,Hard,2016-01-19,7883
Zeratul,Assassin,Hard,2016-01-20,7082
Zeratul,Assassin,Hard,2016-01-21,8370
Zeratul,Assassin,Hard,2016-01-22,8727
Zeratul,Assassin,Hard,2016-01-23,8911
Zeratul,Assassin,Hard,2016-01-24,2077
